TexteA,TextB,TextAPT,TextBPT,TFIDF,Jaccard_Distance,Levenshtein_Distance,NGram-Similarity,EXPECTED,RESULT,Score Keywords
Columnist Thomas Sgouros Jr. says federal E-Verify system unfairly denies job to 1 in 7 applicants,Immigration claim about second jobs doesn’t really work,columnist thomas sgouros jr federal everify system unfairly denies job one seven applicants ,immigration claim second jobs doesnt really work ,0.0,0.7083333333333334,71,0.0,N,N,0.3360969272762575
R.I. congressional candidate John Matson says U.S. Rep. James Langevin is still paying off debt from his 1994 campaign for secretary of state,R.I. congressional candidate Michael Riley says President Obama “cut $716 billion from Medicare.,ri congressional candidate john matson us rep james langevin still paying debt one thousand nine hundred ninetyfour campaign secretary state ,ri congressional candidate michael riley president obama cut 716 billion medicare ,0.11,0.76,87,0.18181818181818182,N,N,0.0
Did Scott Walker flip-flop on a immigration and a pathway to citizenship?,Scott Walker disavows support for path to citizenship,scott walker flipflop immigration pathway citizenship ,scott walker disavows support path citizenship ,0.34,0.6956521739130435,19,0.0,E,N,1.0
R.I. congressional candidate John Matson says U.S. Rep. James Langevin is still paying off debt from his 1994 campaign for secretary of state,U.S. Rep. James Langevin says more energy is being produced in the U.S. under the Obama administration than ever before,ri congressional candidate john matson us rep james langevin still paying debt one thousand nine hundred ninetyfour campaign secretary state ,us rep james langevin energy produced us obama administration ever ,0.2,0.9090909090909091,99,0.16666666666666666,N,N,0.0
Candidate Fred Clark says State Sen. Luther Olsen supported sale of power plants to ''biggest donors'' with no oversight or bidding,Candidate Nancy Nusbaum says State Sen. Robert Cowles supported selling state power plants to the ''biggest donors'' without oversight or bidding,candidate fred clark state sen luther olsen supported sale power plants biggest donors oversight bidding ,candidate nancy nusbaum state sen robert cowles supported selling state power plants biggest donors without oversight bidding ,0.49,0.8260869565217391,38,0.15789473684210525,E*,,0.8177583245211001
Hillary Clinton correct that analysts have called Donald Trump a top global economic risk,"Hillary Clinton says Wisconsin will gain jobs under her, lose jobs under Donald Trump",hillary clinton correct analysts called donald trump top global economic risk ,hillary clinton wisconsin gain jobs lose jobs donald trump ,0.22,0.8636363636363636,46,0.0,N,N,0.44943641652398214
Allan Fung claims Wall Street investors went bust on 38 Studios deal,Allan Fung says he had to pay a $100 hazardous materials fee to the state when he hired a campaign manager,allan fung claims wall street investors went bust thirtyeight studios deal ,allan fung pay 100 hazardous materials fee state hired campaign manager ,0.1,0.72,51,0.0,N,N,0.06461633317274765
DNC offers one-sided view on who gets tax bill's benefits,DNC strains to find problems with current job market,dnc offers onesided view gets tax bills benefits ,dnc strains find problems current job market ,0.07,0.6086956521739131,36,0.0,N,N,0.0
Did Scott Walker flip-flop on how budget shortfalls are measured??,Did Scott Walker say forced ultrasounds to get an abortion are 'a cool thing'?,scott walker flipflop budget shortfalls measured ,scott walker forced ultrasounds get abortion cool thing ,0.17,0.8571428571428571,31,0.125,N,N,0.0
Republican Bernard Jackvony says Democrat David Cicilline is the fifth most liberal Representative in Congress,Talk show host John DePetro says Providence was a “sanctuary city” under Mayor David Cicilline,republican bernard jackvony democrat david cicilline fifth liberal representative congress ,talk show host john depetro providence sanctuary city mayor david cicilline ,0.11,0.8333333333333334,71,0.0,N,N,0.0
Has Scott Walker changed his view on ethanol mandates?,Scott Walker says his proposed borrowing is lowest in a decade,scott walker changed view ethanol mandates ,scott walker proposed borrowing lowest decade ,0.2,0.75,26,0.0,N,N,0.0
Mary Burke says Wisconsin is last in Midwest job growth under latest figures,Scott Walker says Wisconsin third in Midwest in jobs created,mary burke wisconsin last midwest job growth latest figures ,scott walker wisconsin third midwest jobs created ,0.15,0.8181818181818182,32,0.0,ST,N,0.3799783615910079
"David Jolly 'lobbied on a plan' to turn Medicare into a voucher program, Alex Sink says","David Jolly 'supports privatizing Social Security,' Democrats say",david jolly lobbied plan turn medicare voucher program alex sink ,david jolly supports privatizing social security democrats ,0.14,0.7916666666666666,43,0.0,ST,N,0.0
Gun control group says since 1963 more Americans have died by firearms than in all U.S. wars,PBS commentator Mark Shields says more killed by guns since '68 than in all U.S. wars,gun control group since one thousand nine hundred sixtythree americans died firearms us wars ,pbs commentator mark shields killed guns since 68 us wars ,0.15,0.72,65,0.2857142857142857,ST,N,1.0
"No media coverage of Hillary Clinton's 'exoneration' in Whitewater, says Bill Clinton",Bill Clinton says Hillary was 'completely exonerated' in Whitewater,media coverage hillary clintons exoneration whitewater bill clinton ,bill clinton hillary completely exonerated whitewater ,0.41,0.8095238095238095,36,0.0,ST,,1.0000000000000002
American LeadHERship PAC says Providence has had 100 shootings each year of Angel Taveras' tenure,Providence Mayor Angel Taveras says he has turned Providence's $110 million deficit into a $1.6 million surplus,american leadhership pac providence one hundred shootings year angel taveras tenure ,providence mayor angel taveras turned providences 110 million deficit 16 million surplus ,0.14,0.782608695652174,69,0.0,N,N,0.09349477497536718
Gov. Scott Walker says federal officials ''verified'' his administration's job-gains numbers,Democrat Tom Barrett says Republican Gov. Scott Walker is citing jobs numbers that are not commonly used,gov scott walker federal officials verified administrations jobgains numbers ,democrat tom barrett republican gov scott walker citing jobs numbers commonly used ,0.24,0.8695652173913043,65,0.1111111111111111,ST,N,0.37997836159100784
Scott Walker says probe into his campaign finances is ''resolved'',"Wisconsin law prohibits anyone who knows about a secret John Doe investigation from talking about it, Gov. Scott Walker says",scott walker probe campaign finances resolved ,wisconsin law prohibits anyone knows secret john doe investigation talking gov scott walker ,0.13,0.782608695652174,69,0.125,N,N,0.2202881505618297
U.S. Sen. Sheldon Whitehouse says no one should eat more than one serving of freshwater fish per month caught in Rhode Island because of mercury pollution,U.S. Senate candidate Barry Hinckley says Sen. Sheldon Whitehouse will have added nearly $8 trillion to the national debt during his first term,us sen sheldon whitehouse one eat one serving freshwater fish per month caught rhode island mercury pollution ,us senate candidate barry hinckley sen sheldon whitehouse added nearly 8 trillion national debt first term ,0.14,0.75,85,0.047619047619047616,N,N,0.0
Providence Mayor Angel Taveras says he has turned Providence's $110 million deficit into a $1.6 million surplus,Mayor Angel Taveras says high school graduation rates are up in Providence,providence mayor angel taveras turned providences 110 million deficit 16 million surplus ,mayor angel taveras high school graduation rates providence ,0.24,0.782608695652174,59,0.2,N,N,0.0
Has PolitiFact rated Scott Walker the nation's ''most factually-challenged'' politician?,Columnist Gail Collins blames Gov. Scott Walker for teacher's lost job,politifact rated scott walker nations factuallychallenged politician ,columnist gail collins blames gov scott walker teachers lost job ,0.14,0.6666666666666666,54,0.0,N,N,0.0
Email claims Bill White let government pay rent for Katrina evacuees on welfare,"Bill White says that under Rick Perry, state troopers have been under standing orders not to ask anyone's immigration status unless they're under arrest",email claims bill white let government pay rent katrina evacuees welfare ,bill white rick perry state troopers standing orders ask anyones immigration status unless theyre arrest ,0.09,0.8695652173913043,75,0.0,N,N,0.0
Columnist Gail Collins blames Gov. Scott Walker for teacher's lost job,Scott Walker says his proposed borrowing is lowest in a decade,columnist gail collins blames gov scott walker teachers lost job ,scott walker proposed borrowing lowest decade ,0.15,0.6818181818181818,51,0.0,N,N,0.0
Alan Grayson says opponent wants to make divorce illegal in stinging new ad,"Alan Grayson tones down rhetoric, but not attacks in new ad targeting Dan Webster",alan grayson opponent wants make divorce illegal stinging new ad ,alan grayson tones rhetoric attacks new ad targeting dan webster ,0.25,0.7619047619047619,41,0.0,N,N,0.8466473536503034
Republican U.S. Senate candidate Barry Hinckley says decision to uphold Obama health plan will add trillions of dollars in debt,U.S. Senate candidate Barry Hinckley says incumbent Sen. Sheldon Whitehouse voted for a $525-billion tax hike on the middle class,republican us senate candidate barry hinckley decision uphold obama health plan add trillions dollars debt ,us senate candidate barry hinckley incumbent sen sheldon whitehouse voted 525billion tax hike middle class ,0.2,0.75,66,0.2777777777777778,N,N,0.2605556710562624
"Brendan Doherty says U.S. Rep. David Cicilline, when he was a state representative, opposed mandatory sentences for people convicted of domestic violence and child abuse",U.S. Rep. David Cicilline says Republican opponent Brendan Doherty wants to repeal Obamacare and increase drug prices for seniors,brendan doherty us rep david cicilline state representative opposed mandatory sentences people convicted domestic violence child abuse ,us rep david cicilline republican opponent brendan doherty wants repeal obamacare increase drug prices seniors ,0.23,0.9047619047619048,88,0.17647058823529413,N,N,0.044677420448183285
Mary Burke says Wisconsin's job agency has unspent funds,Scott Walker says 2013 job growth in Wisconsin was best since 1990s,mary burke wisconsins job agency unspent funds ,scott walker two thousand thirteen job growth wisconsin best since 1990s ,0.06,0.6538461538461539,51,0.0,N,N,0.5797386715376658
NC Sen. Richard Burr says nuclear deal 'will arm Iran',"Iran nuclear deal was Hillary Clinton's, and it 'lined the pockets' of Iran with Americans' money?",nc sen richard burr nuclear deal arm iran ,iran nuclear deal hillary clintons lined pockets iran americans money ,0.26,0.6842105263157895,49,0.0,ST,N,0.2912194185636897
Sen. Sheldon Whitehouse of R.I. says growth of SuperPACs led to eightfold increase in negative campaign ads,"U.S. Sen. Sheldon Whitehouse says proposal would keep Social Security, solvent through 2033, alive for 75 additional years",sen sheldon whitehouse ri growth superpacs led eightfold increase negative campaign ads ,us sen sheldon whitehouse proposal would keep social security solvent 2033 alive seventyfive additional years ,0.13,0.72,61,0.06666666666666667,N,N,0.0
DNC says presidential candidates usually release tax returns but Romney won't,Tim Kaine correctly notes Richard Nixon released tax returns despite audit,dnc presidential candidates usually release tax returns romney wont ,tim kaine correctly notes richard nixon released tax returns despite audit ,0.11,0.85,44,0.0,N,N,0.3032160644503863
Gov. Rick Perry says Texas added more jobs in 2010 than any other state,Bill White says Texas has a higher unemployment rate than neighboring states,gov rick perry texas added jobs two thousand ten state ,bill white texas higher unemployment rate neighboring states ,0.06,0.7083333333333334,43,0.0,N,N,0.0
"Self-defense deaths in Florida have increased dramatically since 'stand your ground' became law in 2005, lawmaker claims",Florida sheriff says state association 'unequivocally' supports the ‘stand your ground’ law,selfdefense deaths florida increased dramatically since stand ground became law 2005 lawmaker claims ,florida sheriff state association unequivocally supports stand ground law ,0.23,0.6666666666666666,73,0.1,N,N,0.3360969272762575
U.S. Rep. David Cicilline says women earn only 77 percent of what men earn in the same job,U.S. Rep. David Cicilline says Republican opponent Brendan Doherty wants to repeal Obamacare and increase drug prices for seniors,us rep david cicilline women earn seventyseven percent men earn job ,us rep david cicilline republican opponent brendan doherty wants repeal obamacare increase drug prices seniors ,0.17,0.8636363636363636,66,0.25,N,N,0.0648911121832301
"Democrats target Tom Ganley, citing Better Business Bureau ratings and complaints",Rep. Betty Sutton cries 'voter beware' in ad against GOP opponent Tom Ganley,democrats target tom ganley citing better business bureau ratings complaints ,rep betty sutton cries voter beware ad gop opponent tom ganley ,0.11,0.9,53,0.0,N,N,0.43161341897075156
Republican Bernard Jackvony says Democrat David Cicilline is the fifth most liberal Representative in Congress,"U.S. Rep. David Cicilline says he voted for tougher laws against child abusers, domestic abusers, when he was a Rhode Island state representative",republican bernard jackvony democrat david cicilline fifth liberal representative congress ,us rep david cicilline voted tougher laws child abusers domestic abusers rhode island state representative ,0.13,0.7916666666666666,81,0.0,N,N,0.0
Has Scott Walker changed his view on ethanol mandates?,Did Scott Walker say forced ultrasounds to get an abortion are 'a cool thing'?,scott walker changed view ethanol mandates ,scott walker forced ultrasounds get abortion cool thing ,0.17,0.7619047619047619,33,0.0,N,N,0.0
U.S. Sen. Sheldon Whitehouse says that Rhode Island has the second-most heavily deployed National Guard in the nation.,U.S. Senate candidate Barry Hinckley says Sen. Sheldon Whitehouse will have added nearly $8 trillion to the national debt during his first term,us sen sheldon whitehouse rhode island secondmost heavily deployed national guard nation ,us senate candidate barry hinckley sen sheldon whitehouse added nearly 8 trillion national debt first term ,0.23,0.7083333333333334,71,0.0625,N,N,0.0
Scott Walker disavows support for path to citizenship,"With 2016 on the horizon, Scott Walker asserts his appeal among Republicans and independents",scott walker disavows support path citizenship ,two thousand sixteen horizon scott walker asserts appeal among republicans independents ,0.14,0.782608695652174,64,0.0,N,N,0.0
Did Scott Walker flip-flop on how budget shortfalls are measured??,"With Scott Walker's $300 million budget cut looming, UW-Madison says it doesn't have reserves to tap",scott walker flipflop budget shortfalls measured ,scott walkers 300 million budget cut looming uwmadison doesnt reserves tap ,0.14,0.75,43,0.0,N,N,0.8673636849609289
Ken Block knocks Republican Allan Fung's donations to controversial Democrats,Allan Fung claims Wall Street investors went bust on 38 Studios deal,ken block knocks republican allan fungs donations controversial democrats ,allan fung claims wall street investors went bust thirtyeight studios deal ,0.05,0.782608695652174,63,0.0,N,N,0.0
Rick Perry says Barack Obama is a socialist,Roger Williams says Obama is a socialist,rick perry barack obama socialist ,roger williams obama socialist ,0.29,0.7058823529411765,13,0.4,E*,N,0.0
"Jane Norton's Public Health and Environment Department had some funding increase, some funding decrease","Ken Buck's budget increased, but commissioners said it was justified",jane nortons public health environment department funding increase funding decrease ,ken bucks budget increased commissioners justified ,0.0,0.7727272727272727,61,0.0,N,N,0.5803329846765686
Marco Rubio says Iran deal means we have to help defend Iran from Israel or other allies,"Deal puts Iran's nuclear program under lock, key and camera 24/7, says Rep. Don Beyer",marco rubio iran deal means help defend iran israel allies ,deal puts irans nuclear program lock key camera 247 rep beyer ,0.05,0.625,45,0.0,N,N,0.29121941856368966
Florida Democrats say Rick Scott cut more jobs than created in 2012,Rick Scott correct that Florida created 1 million jobs on his watch,florida democrats rick scott cut jobs created two thousand twelve ,rick scott correct florida created one million jobs watch ,0.36,0.9047619047619048,47,0.0,N,ST,0.3799783615910079
Scott Walker says ''best two-year job growth'' came during his tenure,Scott Walker says 2013 job growth in Wisconsin was best since 1990s,scott walker best twoyear job growth came tenure ,scott walker two thousand thirteen job growth wisconsin best since 1990s ,0.37,0.7083333333333334,39,0.1111111111111111,ST,ST,0.5797386715376658
DNC ad says Mitt Romney flip-flopped on Obama stimulus,DNC ad accuses Mitt Romney of flip-flopping on assault-weapons ban,dnc ad mitt romney flipflopped obama stimulus ,dnc ad accuses mitt romney flipflopping assaultweapons ban ,0.37,0.9,27,0.0,N,ST,0.6029748160380572
"Michele Bachmann says Newt Gingrich backed individual mandate in 1993, 2011",Rick Santorum calls Newt Gingrich a longtime supporter of insurance mandate,michele bachmann newt gingrich backed individual mandate 1993 two thousand eleven ,rick santorum calls newt gingrich longtime supporter insurance mandate ,0.18,0.75,57,0.0,ST,N,0.5797386715376658
"Patrick Morrisey says Joe Manchin won't budge on Obamacare, ignoring bipartisan efforts",Patrick Morrisey cherry-picks Joe Manchin's votes on Trump Supreme Court pick Neil Gorsuch,patrick morrisey joe manchin wont budge obamacare ignoring bipartisan efforts ,patrick morrisey cherrypicks joe manchins votes trump supreme court pick neil gorsuch ,0.16,0.75,53,0.0,N,N,0.0
The Health Benefits Advisory Committee doesn't tell you what plan to buy,Republicans gloss over the details on a study on the employer mandate,health benefits advisory committee doesnt tell plan buy ,republicans gloss details study employer mandate ,0.0,0.8095238095238095,44,0.0,N,N,0.5797386715376658
"'In states where beer is unregulated, the per capita production is significantly higher,' Sen. Kelli Stargel says",Sen. Kelli Stargel claims 'higher beer production and higher consumption go hand-in-hand',states beer unregulated per capita production significantly higher sen kelli stargel ,sen kelli stargel claims higher beer production higher consumption go handinhand ,0.43,0.8571428571428571,57,0.1,N,,1.0000000000000002
Professor says United Kingdom has unarmed police force and gun fatality rate 40 times lower than in  U.S.,Rhode Island Sen. Dawson Hodgson says the state spends nearly as much on its legislature as it does on University of Rhode Island,professor united kingdom unarmed police force gun fatality rate forty times lower us ,rhode island sen dawson hodgson state spends nearly much legislature university rhode island ,0.0,0.8181818181818182,71,0.0,N,N,0.0845798608014702
Republican Senate candidate Barry Hinckley says the “Buffett rule” would raise the equivalent of “a day and a half” of what the nation borrows every year.,U.S. Senate candidate Barry Hinckley says Sen. Sheldon Whitehouse will have added nearly $8 trillion to the national debt during his first term,republican senate candidate barry hinckley buffett rule would raise equivalent day half nation borrows every year ,us senate candidate barry hinckley sen sheldon whitehouse added nearly 8 trillion national debt first term ,0.15,0.7916666666666666,64,0.14285714285714285,N,N,0.43161341897075156
Cokie Roberts: Two-thirds of minimum-wage earners are women,Vanden Heuvel: '1 out of 10 minimum wage workers today are teen age or a young person',cokie roberts twothirds minimumwage earners women ,vanden heuvel 1 ten minimum wage workers today teen age young person ,0.0,0.6956521739130435,48,0.16666666666666666,N,N,0.5797386715376658
"On supporting 2015 right to work legislation, a Scott Walker reversal",Scott Walker claims credit for $816 in property tax savings over ''where things were headed'',supporting two thousand fifteen right work legislation scott walker reversal ,scott walker claims credit 816 property tax savings things headed ,0.11,0.6923076923076923,61,0.0,N,N,0.0
Thune says Keystone XL pipeline has minimal impact on environment,Ralph Reed says alternatives to Keystone pipeline are worse for environment,thune keystone xl pipeline minimal impact environment ,ralph reed alternatives keystone pipeline worse environment ,0.28,0.7619047619047619,37,0.0,N,N,0.4112070550676187
Chris Wallace: Hillary Clinton defended Syria's Assad as a 'possible reformer',Marco Rubio says Hillary Clinton called Syria's Bashar al-Assad a 'reformer',chris wallace hillary clinton defended syrias assad possible reformer ,marco rubio hillary clinton called syrias bashar alassad reformer ,0.29,0.85,27,0.0,E*,N,1.0000000000000002
Obama radio ad says Ryan-Romney plan will end Medicare and replace it with a voucher,U.S. Sen. Robert Menendez says Paul Ryan’s budget would transform Medicare into a voucher system,obama radio ad ryanromney plan end medicare replace voucher ,us sen robert menendez paul ryans budget would transform medicare voucher system ,0.11,0.7391304347826086,53,0.0,E*,N,0.3799783615910079
Mary Burke says Wisconsin is last in Midwest job growth under latest figures,Mary Burke says job growth has gotten worse every year of Scott Walker’s term,mary burke wisconsin last midwest job growth latest figures ,mary burke job growth gotten worse every year scott walkers term ,0.25,0.8260869565217391,43,0.09090909090909091,N,N,1.0
Barack Obama says Congress owns sequestration cuts,"Jeb Bush says Democrats 'responsible' for 'swift, mindless' cuts to defense spending",barack obama congress owns sequestration cuts ,jeb bush democrats responsible swift mindless cuts defense spending ,0.07,0.6521739130434783,52,0.0,N,N,0.7765145304745156
"Gubernatorial candidate Mayor Allan Fung says his administration created over 1,000 jobs in Cranston",Allan Fung says he had to pay a $100 hazardous materials fee to the state when he hired a campaign manager,gubernatorial candidate mayor allan fung administration created 1000 jobs cranston ,allan fung pay 100 hazardous materials fee state hired campaign manager ,0.11,0.7916666666666666,63,0.08333333333333333,N,N,0.34055288008944834
Chamber of Commerce claims 20 million people will lose their current coverage because of health care reform,U.S. Chamber tells seniors that 20 million could lose coverage under the health care law,chamber commerce claims twenty million people lose current coverage health care reform ,us chamber tells seniors twenty million could lose coverage health care law ,0.41,0.8636363636363636,33,0.0,E,ST,0.5797386715376658
Did the program that funded the Solyndra loan start under George W. Bush? David Plouffe says so,"Did Obama policies on Alaska, Solyndra and Keystone contribute to today's high gas prices?",program funded solyndra loan start george w bush david plouffe ,obama policies alaska solyndra keystone contribute todays high gas prices ,0.06,0.782608695652174,54,0.0,N,N,0.11671773546032797
"Senate rival Tommy Thompson backs ''Obamacare,'' says it can't be repealed, fellow GOP candidate Eric Hovde says",GOP Wisconsin Senate candidate Tommy Thompson says he never backed individual mandate,senate rival tommy thompson backs obamacare cant repealed fellow gop candidate eric hovde ,gop wisconsin senate candidate tommy thompson never backed individual mandate ,0.28,0.9130434782608695,67,0.0,N,N,0.4659890971231105
Did Scott Walker flip-flop on how budget shortfalls are measured??,"Despite deliberate actions, Scott Walker calls change to university mission a ''drafting error''",scott walker flipflop budget shortfalls measured ,despite deliberate actions scott walker calls change university mission drafting error ,0.14,0.8695652173913043,64,0.0,N,N,0.32960336003563334
Laura Ingraham: U.S. ambassador  'was dragged through the street' in Benghazi,"Hillary Clinton's State Department cut security in Libya before deadly terror attacks, Sen. Ron Johnson says",laura ingraham us ambassador dragged street benghazi ,hillary clintons state department cut security libya deadly terror attacks sen ron johnson ,0.0,0.6818181818181818,67,0.0,N,N,0.7765145304745156
Fox's Pirro: Obama set ISIS leader free in 2009,Actor James Woods: Obama ordered the release of Islamic State leader,foxs pirro obama set isis leader free two thousand nine ,actor james woods obama ordered release islamic state leader ,0.12,0.6190476190476191,46,0.0,E*,N,1.0000000000000002
"State Rep. John Edwards, quoting Rhode Island DOT, says 40 percent of Sakonnet Bridge traffic is from outside the state",Gov. Lincoln Chafee says Rhode Island would be first state in U.S. to adopt hybrid retirement plan for public employees,state rep john edwards quoting rhode island dot forty percent sakonnet bridge traffic outside state ,gov lincoln chafee rhode island would first state us adopt hybrid retirement plan public employees ,0.15,0.8,72,0.0,N,N,0.0
Democratic Party chair Allison Tant attacks Gov. Rick Scott on teacher pay raises,Rick Scott says his K-12 education budget proposal is highest in Florida's history,democratic party chair allison tant attacks gov rick scott teacher pay raises ,rick scott k12 education budget proposal highest floridas history ,0.11,0.7083333333333334,60,0.0,N,N,0.44943641652398214
"Despite deliberate actions, Scott Walker calls change to university mission a ''drafting error''",Has PolitiFact rated Scott Walker the nation's ''most factually-challenged'' politician?,despite deliberate actions scott walker calls change university mission drafting error ,politifact rated scott walker nations factuallychallenged politician ,0.13,0.8695652173913043,60,0.0,N,N,0.07780894359285004
Wisconsin Gov. Scott Walker says the state's jobs data is unreliable,Mary Burke says job growth has gotten worse every year of Scott Walker’s term,wisconsin gov scott walker states jobs data unreliable ,mary burke job growth gotten worse every year scott walkers term ,0.06,0.7727272727272727,49,0.0,N,N,1.0
Did Scott Walker flip-flop on a immigration and a pathway to citizenship?,Scott Walker says he's got himself to thank for his tax bill going down,scott walker flipflop immigration pathway citizenship ,scott walker hes got thank tax bill going ,0.17,0.6818181818181818,32,0.0,N,N,0.0
Schultz claims that Landrieu got $1.8 million in BP PAC and employee contributions,Lee Fisher accuses Rob Portman of taking big contributions from ‘Big Oil’,schultz claims landrieu got 18 million bp pac employee contributions ,lee fisher accuses rob portman taking big contributions big oil ,0.05,0.7083333333333334,51,0.0,N,N,0.0
U.S. Sen. Sheldon Whitehouse says no one should eat more than one serving of freshwater fish per month caught in Rhode Island because of mercury pollution,"U.S. Sen. Sheldon Whitehouse says proposal would keep Social Security, solvent through 2033, alive for 75 additional years",us sen sheldon whitehouse one eat one serving freshwater fish per month caught rhode island mercury pollution ,us sen sheldon whitehouse proposal would keep social security solvent 2033 alive seventyfive additional years ,0.14,0.76,71,0.25,N,N,0.0
"Bloggers say U.S. Reps. Corrine Brown, Alcee Hastings and Frederica Wilson are openly serving as Socialists",Bloggers say two Texas Democrats among Socialists in U.S. House,bloggers us reps corrine brown alcee hastings frederica wilson openly serving socialists ,bloggers two texas democrats among socialists us house ,0.18,0.7391304347826086,60,0.0,E,N,0.0
Clinton: Undocumented workers pay more than Trump in federal income taxes,"At debate, Hillary Clinton tax claim ignores years when Donald Trump reportedly paid federal taxes",clinton undocumented workers pay trump federal income taxes ,debate hillary clinton tax claim ignores years donald trump reportedly paid federal taxes ,0.25,0.782608695652174,55,0.0,ST,N,0.3748077700589727
"Rick Scott dodges answers by invoking Fifth Amendment, Democrats claim in ad",Does Rick Scott invoking the Fifth Amendment imply guilt?,rick scott dodges answers invoking fifth amendment democrats claim ad ,rick scott invoking fifth amendment imply guilt ,0.43,0.8181818181818182,30,0.0,N,,1.0000000000000004
Obama proposed more troops in '07,A distortion of what Obama said,obama proposed troops 07 ,distortion obama ,0.22,0.6,20,0.0,N,N,0.0
Republican Bernard Jackvony says Democrat David Cicilline is the fifth most liberal Representative in Congress,U.S. Rep. David Cicilline says Republican Brendan Doherty wants to raise Social Security eligibility age without regard for workers in physically demanding jobs,republican bernard jackvony democrat david cicilline fifth liberal representative congress ,us rep david cicilline republican brendan doherty wants raise social security eligibility age without regard workers physically demanding jobs ,0.12,0.9166666666666666,99,0.0,N,N,0.0
Left-leaning group opposes excise tax on 'Cadillac' plans as a hit to the middle class,Sarah Palin says health care reform will raise taxes on the middle class,leftleaning group opposes excise tax cadillac plans hit middle class ,sarah palin health care reform raise taxes middle class ,0.12,0.8947368421052632,44,0.09090909090909091,N,N,1.0000000000000002
U.S. Rep. James Langevin says more energy is being produced in the U.S. under the Obama administration than ever before,Michael Riley blames Rep. James Langevin for helping gasoline prices double.,us rep james langevin energy produced us obama administration ever ,michael riley blames rep james langevin helping gasoline prices double ,0.16,0.9047619047619048,54,0.1111111111111111,N,N,0.11671773546032796
Both millionaires; McCain supports Bush's cuts,Bush and McCain agree on troops in Iraq,millionaires mccain supports bushs cuts ,bush mccain agree troops iraq ,0.11,0.8333333333333334,28,0.0,N,N,0.0
Does Republican Carlos Curbelo support ending the Medicare guarantee?,"Sen. Ron Johnson voted for Paul Ryan plans to make Medicare a voucher program, Democratic Party says",republican carlos curbelo support ending medicare guarantee ,sen ron johnson voted paul ryan plans make medicare voucher program democratic party ,0.06,0.7272727272727273,65,0.0,N,N,0.33517574332792605
Obama wants to increase the size of the military,Obama does not reject his family,obama wants increase size military ,obama reject family ,0.15,0.6666666666666666,21,0.0,N,N,0.0
Gun reform group says GOP candidate for Congress Marilinda Garcia is against closing gun loopholes,Gabby Giffords' group says people in NH want to raise minimum wage and Marilinda Garcia opposes it,gun reform group gop candidate congress marilinda garcia closing gun loopholes ,gabby giffords group people nh want raise minimum wage marilinda garcia opposes ,0.14,0.8571428571428571,49,0.0,N,N,0.0
Connie Mack says Bill Nelson missed 56 percent of his votes -- in 1990,Connie Mack says his career voting participation is on par with that of Bill Nelson,connie mack bill nelson missed fiftysix percent votes one thousand nine hundred ninety ,connie mack career voting participation par bill nelson ,0.25,0.6956521739130435,56,0.08333333333333333,N,N,1.0
Republican U.S. Senate candidate Barry Hinckley says decision to uphold Obama health plan will add trillions of dollars in debt,"U.S. Senate candidate Barry Hinckley says the nation's tax code is 80,000 pages",republican us senate candidate barry hinckley decision uphold obama health plan add trillions dollars debt ,us senate candidate barry hinckley nations tax code 80000 pages ,0.26,0.782608695652174,60,0.45454545454545453,N,N,0.07874460345594508
Much more than 10 percent of Jeb Bush's emails are public record,Jeb Bush says he has released all his emails from time as governor,much ten percent jeb bushs emails public record ,jeb bush released emails time governor ,0.17,0.8,32,0.0,ST,N,0.0
Pat Toomey says U.S. has highest corporate tax rates in the world,Sen. Marco Rubio says the United States will soon have the industrialized world’s highest corporate taxes,pat toomey us highest corporate tax rates world ,sen marco rubio united states soon industrialized worlds highest corporate taxes ,0.12,0.8181818181818182,57,0.0,ST,N,0.5797386715376658
Gina Raimondo says Providence's pension fund has remained critically underfunded under Angel Taveras,Mayor Angel Taveras says high school graduation rates are up in Providence,gina raimondo providences pension fund remained critically underfunded angel taveras ,mayor angel taveras high school graduation rates providence ,0.13,0.9,68,0.0,N,N,0.14291972952214924
"Sen. Sheldon Whitehouse says U.S. spends 18 percent of its GDP on healthcare, far more than other nations",U.S. Senate candidate Barry Hinckley says incumbent Sen. Sheldon Whitehouse voted for a $525-billion tax hike on the middle class,sen sheldon whitehouse us spends eighteen percent gdp healthcare far nations ,us senate candidate barry hinckley incumbent sen sheldon whitehouse voted 525billion tax hike middle class ,0.19,0.5769230769230769,81,0.0625,N,N,0.20608363501393823
Russ Feingold says Ron Johnson would become the 70th millionaire in the Senate if elected,Lee Fisher accuses Rob Portman of taking big contributions from ‘Big Oil’,russ feingold ron johnson would become 70th millionaire senate elected ,lee fisher accuses rob portman taking big contributions big oil ,0.0,0.7083333333333334,56,0.0,N,N,0.0
Rick Santorum calls Newt Gingrich a longtime supporter of insurance mandate,Pro-Santorum super PAC ad says Gingrich supported individual mandates,rick santorum calls newt gingrich longtime supporter insurance mandate ,prosantorum super pac ad gingrich supported individual mandates ,0.06,0.85,35,0.0,ST,N,0.29121941856368966
Jeb Bush did say women should 'find a husband' to get off welfare -- in 1994,"Jeb Bush did not appoint a guardian for a rape victim's fetus, but he fought for one",jeb bush women find husband get welfare one thousand nine hundred ninetyfour ,jeb bush appoint guardian rape victims fetus fought one ,0.17,0.7391304347826086,50,0.07142857142857142,N,N,0.0
